year;month;date_str
1998;10;16/10/1998
1998;10;16/10/1998
1998;10;16/10/1998
1998;10;19/10/1998
1998;10;20/10/1998
1998;10;20/10/1998
1998;10;20/10/1998
1998;10;21/10/1998
1998;10;22/10/1998
1998;10;23/10/1998
1998;10;26/10/1998
1998;10;26/10/1998
1998;10;26/10/1998
1998;10;27/10/1998
1998;10;27/10/1998
1998;10;28/10/1998
1998;10;29/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;10;30/10/1998
1998;11;02/11/1998
1998;11;02/11/1998
1998;11;02/11/1998
1998;11;03/11/1998
1998;11;03/11/1998
1998;11;04/11/1998
1998;11;04/11/1998
1998;11;05/11/1998
1998;11;06/11/1998
1998;11;06/11/1998
1998;11;06/11/1998
1998;11;08/11/1998
1998;11;09/11/1998
1998;11;09/11/1998
1998;11;10/11/1998
1998;11;10/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;11/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;12/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;13/11/1998
1998;11;14/11/1998
1998;11;15/11/1998
1998;11;15/11/1998
1998;11;16/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;17/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;18/11/1998
1998;11;19/11/1998
1998;11;19/11/1998
1998;11;19/11/1998
1998;11;19/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;20/11/1998
1998;11;21/11/1998
1998;11;22/11/1998
1998;11;23/11/1998
1998;11;23/11/1998
1998;11;24/11/1998
1998;11;24/11/1998
1998;11;24/11/1998
1998;11;25/11/1998
1998;11;25/11/1998
1998;11;25/11/1998
1998;11;26/11/1998
1998;11;26/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;27/11/1998
1998;11;28/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;11;30/11/1998
1998;12;01/12/1998
1998;12;01/12/1998
1998;12;01/12/1998
1998;12;01/12/1998
1998;12;02/12/1998
1998;12;02/12/1998
1998;12;02/12/1998
1998;12;02/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;03/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;04/12/1998
1998;12;05/12/1998
1998;12;06/12/1998
1998;12;07/12/1998
1998;12;07/12/1998
1998;12;07/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;08/12/1998
1998;12;09/12/1998
1998;12;09/12/1998
1998;12;11/12/1998
1998;12;11/12/1998
1998;12;11/12/1998
1998;12;12/12/1998
1998;12;12/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;14/12/1998
1998;12;15/12/1998
1998;12;15/12/1998
1998;12;15/12/1998
1998;12;16/12/1998
1998;12;16/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;17/12/1998
1998;12;18/12/1998
1998;12;20/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;21/12/1998
1998;12;22/12/1998
1998;12;22/12/1998
1998;12;22/12/1998
1998;12;24/12/1998
1998;12;25/12/1998
1998;12;26/12/1998
1998;12;26/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;28/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;29/12/1998
1998;12;30/12/1998
1998;12;30/12/1998
1998;12;30/12/1998
1998;12;31/12/1998
1998;12;31/12/1998
1998;12;31/12/1998
1998;12;31/12/1998
1999;1;01/01/1999
1999;1;02/01/1999
1999;1;02/01/1999
1999;1;04/01/1999
1999;1;04/01/1999
1999;1;04/01/1999
1999;1;04/01/1999
1999;1;04/01/1999
1999;1;04/01/1999
1999;1;05/01/1999
1999;1;05/01/1999
1999;1;05/01/1999
1999;1;06/01/1999
1999;1;06/01/1999
1999;1;07/01/1999
1999;1;07/01/1999
1999;1;07/01/1999
1999;1;07/01/1999
1999;1;07/01/1999
1999;1;08/01/1999
1999;1;11/01/1999
1999;1;11/01/1999
1999;1;11/01/1999
1999;1;11/01/1999
1999;1;11/01/1999
1999;1;12/01/1999
1999;1;13/01/1999
1999;1;13/01/1999
1999;1;13/01/1999
1999;1;13/01/1999
1999;1;13/01/1999
1999;1;13/01/1999
1999;1;14/01/1999
1999;1;14/01/1999
1999;1;14/01/1999
1999;1;14/01/1999
1999;1;15/01/1999
1999;1;15/01/1999
1999;1;17/01/1999
1999;1;18/01/1999
1999;1;18/01/1999
1999;1;18/01/1999
1999;1;18/01/1999
1999;1;19/01/1999
1999;1;19/01/1999
1999;1;20/01/1999
1999;1;20/01/1999
1999;1;22/01/1999
1999;1;22/01/1999
1999;1;22/01/1999
1999;1;24/01/1999
1999;1;25/01/1999
1999;1;25/01/1999
1999;1;25/01/1999
1999;1;25/01/1999
1999;1;26/01/1999
1999;1;26/01/1999
1999;1;26/01/1999
1999;1;26/01/1999
1999;1;27/01/1999
1999;1;28/01/1999
1999;1;29/01/1999
1999;2;01/02/1999
1999;2;01/02/1999
1999;2;01/02/1999
1999;2;01/02/1999
1999;2;02/02/1999
1999;2;03/02/1999
1999;2;03/02/1999
1999;2;03/02/1999
1999;2;04/02/1999
1999;2;04/02/1999
1999;2;04/02/1999
1999;2;08/02/1999
1999;2;12/02/1999
1999;2;12/02/1999
1999;2;13/02/1999
1999;2;15/02/1999
1999;2;16/02/1999
1999;2;17/02/1999
1999;2;18/02/1999
1999;2;18/02/1999
1999;2;22/02/1999
1999;2;23/02/1999
1999;2;25/02/1999
1999;2;25/02/1999
1999;2;26/02/1999
1999;2;26/02/1999
1999;3;02/03/1999
1999;3;03/03/1999
1999;3;03/03/1999
1999;3;03/03/1999
1999;3;04/03/1999
1999;3;04/03/1999
1999;3;04/03/1999
1999;3;05/03/1999
1999;3;10/03/1999
1999;3;12/03/1999
1999;3;14/03/1999
1999;3;18/03/1999
1999;3;21/03/1999
1999;3;22/03/1999
1999;3;24/03/1999
1999;3;26/03/1999
1999;3;27/03/1999
1999;3;29/03/1999
1999;3;31/03/1999
1999;4;02/04/1999
1999;4;02/04/1999
1999;4;04/04/1999
1999;4;06/04/1999
1999;4;07/04/1999
1999;4;09/04/1999
1999;4;10/04/1999
1999;4;16/04/1999
1999;4;23/04/1999
1999;4;28/04/1999
1999;4;29/04/1999
1999;5;01/05/1999
1999;5;03/05/1999
1999;5;03/05/1999
1999;5;04/05/1999
1999;5;04/05/1999
1999;5;05/05/1999
1999;5;06/05/1999
1999;5;10/05/1999
1999;5;13/05/1999
1999;5;17/05/1999
1999;5;18/05/1999
1999;5;20/05/1999
1999;5;21/05/1999
1999;5;22/05/1999
1999;5;23/05/1999
1999;6;07/06/1999
1999;6;07/06/1999
1999;6;09/06/1999
1999;6;10/06/1999
1999;6;11/06/1999
1999;6;11/06/1999
1999;6;11/06/1999
1999;6;12/06/1999
1999;6;15/06/1999
1999;6;16/06/1999
1999;6;16/06/1999
1999;6;16/06/1999
1999;6;18/06/1999
1999;6;18/06/1999
1999;6;18/06/1999
1999;6;22/06/1999
1999;6;24/06/1999
1999;6;27/06/1999
1999;6;28/06/1999
1999;6;28/06/1999
1999;6;28/06/1999
1999;6;29/06/1999
1999;6;29/06/1999
1999;6;30/06/1999
1999;7;02/07/1999
1999;7;02/07/1999
1999;7;07/07/1999
1999;7;07/07/1999
1999;7;08/07/1999
1999;7;08/07/1999
1999;7;11/07/1999
1999;7;12/07/1999
1999;7;13/07/1999
1999;7;13/07/1999
1999;7;14/07/1999
1999;7;15/07/1999
1999;7;15/07/1999
1999;7;15/07/1999
1999;7;15/07/1999
1999;7;16/07/1999
1999;7;16/07/1999
1999;7;16/07/1999
1999;7;19/07/1999
1999;7;20/07/1999
1999;7;20/07/1999
1999;7;20/07/1999
1999;7;21/07/1999
1999;7;22/07/1999
1999;7;22/07/1999
1999;7;23/07/1999
1999;7;24/07/1999
1999;7;26/07/1999
1999;7;26/07/1999
1999;7;26/07/1999
1999;7;27/07/1999
1999;7;27/07/1999
1999;7;27/07/1999
1999;7;28/07/1999
1999;7;28/07/1999
1999;7;29/07/1999
1999;7;29/07/1999
1999;7;29/07/1999
1999;7;29/07/1999
1999;7;29/07/1999
1999;7;30/07/1999
1999;7;30/07/1999
1999;8;01/08/1999
1999;8;02/08/1999
1999;8;02/08/1999
1999;8;02/08/1999
1999;8;02/08/1999
1999;8;02/08/1999
1999;8;02/08/1999
1999;8;03/08/1999
1999;8;03/08/1999
1999;8;04/08/1999
1999;8;04/08/1999
1999;8;05/08/1999
1999;8;05/08/1999
1999;8;05/08/1999
1999;8;06/08/1999
1999;8;06/08/1999
1999;8;06/08/1999
1999;8;07/08/1999
1999;8;09/08/1999
1999;8;09/08/1999
1999;8;09/08/1999
1999;8;10/08/1999
1999;8;10/08/1999
1999;8;11/08/1999
1999;8;11/08/1999
1999;8;11/08/1999
1999;8;11/08/1999
1999;8;12/08/1999
1999;8;12/08/1999
1999;8;13/08/1999
1999;8;15/08/1999
1999;8;16/08/1999
1999;8;16/08/1999
1999;8;16/08/1999
1999;8;17/08/1999
1999;8;17/08/1999
1999;8;17/08/1999
1999;8;17/08/1999
1999;8;18/08/1999
1999;8;18/08/1999
1999;8;19/08/1999
1999;8;19/08/1999
1999;8;19/08/1999
1999;8;19/08/1999
1999;8;19/08/1999
1999;8;20/08/1999
1999;8;20/08/1999
1999;8;20/08/1999
1999;8;20/08/1999
1999;8;20/08/1999
1999;8;22/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;23/08/1999
1999;8;24/08/1999
1999;8;25/08/1999
1999;8;25/08/1999
1999;8;25/08/1999
1999;8;26/08/1999
1999;8;26/08/1999
1999;8;26/08/1999
1999;8;27/08/1999
1999;8;28/08/1999
1999;8;30/08/1999
1999;8;30/08/1999
1999;8;30/08/1999
1999;8;31/08/1999
1999;9;01/09/1999
1999;9;01/09/1999
1999;9;01/09/1999
1999;9;01/09/1999
1999;9;02/09/1999
1999;9;02/09/1999
1999;9;02/09/1999
1999;9;02/09/1999
1999;9;03/09/1999
1999;9;03/09/1999
1999;9;03/09/1999
1999;9;05/09/1999
1999;9;06/09/1999
1999;9;06/09/1999
1999;9;06/09/1999
1999;9;06/09/1999
1999;9;07/09/1999
1999;9;07/09/1999
1999;9;08/09/1999
1999;9;08/09/1999
1999;9;08/09/1999
1999;9;09/09/1999
1999;9;09/09/1999
1999;9;09/09/1999
1999;9;09/09/1999
1999;9;09/09/1999
1999;9;09/09/1999
1999;9;10/09/1999
1999;9;10/09/1999
1999;9;10/09/1999
1999;9;10/09/1999
1999;9;10/09/1999
1999;9;11/09/1999
1999;9;11/09/1999
1999;9;12/09/1999
1999;9;13/09/1999
1999;9;13/09/1999
1999;9;13/09/1999
1999;9;14/09/1999
1999;9;14/09/1999
1999;9;14/09/1999
1999;9;14/09/1999
1999;9;14/09/1999
1999;9;14/09/1999
1999;9;15/09/1999
1999;9;15/09/1999
1999;9;15/09/1999
1999;9;15/09/1999
1999;9;17/09/1999
1999;9;18/09/1999
1999;9;18/09/1999
1999;9;19/09/1999
1999;9;20/09/1999
1999;9;20/09/1999
1999;9;20/09/1999
1999;9;20/09/1999
1999;9;20/09/1999
1999;9;21/09/1999
1999;9;21/09/1999
1999;9;21/09/1999
1999;9;22/09/1999
1999;9;23/09/1999
1999;9;23/09/1999
1999;9;24/09/1999
1999;9;26/09/1999
1999;9;27/09/1999
1999;9;27/09/1999
1999;9;27/09/1999
1999;9;28/09/1999
1999;9;28/09/1999
1999;9;28/09/1999
1999;9;30/09/1999
1999;9;30/09/1999
1999;9;30/09/1999
1999;9;30/09/1999
1999;10;02/10/1999
1999;10;04/10/1999
1999;10;04/10/1999
1999;10;06/10/1999
1999;10;06/10/1999
1999;10;07/10/1999
1999;10;07/10/1999
1999;10;07/10/1999
1999;10;07/10/1999
1999;10;08/10/1999
1999;10;10/10/1999
1999;10;11/10/1999
1999;10;11/10/1999
1999;10;11/10/1999
1999;10;11/10/1999
1999;10;11/10/1999
1999;10;12/10/1999
1999;10;12/10/1999
1999;10;13/10/1999
1999;10;13/10/1999
1999;10;13/10/1999
1999;10;14/10/1999
1999;10;14/10/1999
1999;10;14/10/1999
1999;10;14/10/1999
1999;10;14/10/1999
1999;10;14/10/1999
1999;10;14/10/1999
1999;10;15/10/1999
1999;10;15/10/1999
1999;10;18/10/1999
1999;10;18/10/1999
1999;10;18/10/1999
1999;10;18/10/1999
1999;10;18/10/1999
1999;10;18/10/1999
1999;10;18/10/1999
1999;10;19/10/1999
1999;10;19/10/1999
1999;10;20/10/1999
1999;10;20/10/1999
1999;10;20/10/1999
1999;10;21/10/1999
1999;10;21/10/1999
1999;10;21/10/1999
1999;10;22/10/1999
1999;10;22/10/1999
1999;10;23/10/1999
1999;10;25/10/1999
1999;10;25/10/1999
1999;10;25/10/1999
1999;10;25/10/1999
1999;10;25/10/1999
1999;10;26/10/1999
1999;10;27/10/1999
1999;10;27/10/1999
1999;10;27/10/1999
1999;10;27/10/1999
1999;10;27/10/1999
1999;10;28/10/1999
1999;10;28/10/1999
1999;10;29/10/1999
1999;10;29/10/1999
1999;10;29/10/1999
1999;10;30/10/1999
1999;10;30/10/1999
1999;10;30/10/1999
1999;10;31/10/1999
1999;11;01/11/1999
1999;11;01/11/1999
1999;11;01/11/1999
1999;11;02/11/1999
1999;11;02/11/1999
1999;11;02/11/1999
1999;11;03/11/1999
1999;11;03/11/1999
1999;11;03/11/1999
1999;11;03/11/1999
1999;11;03/11/1999
1999;11;04/11/1999
1999;11;04/11/1999
1999;11;04/11/1999
1999;11;05/11/1999
1999;11;05/11/1999
1999;11;05/11/1999
1999;11;05/11/1999
1999;11;06/11/1999
1999;11;06/11/1999
1999;11;08/11/1999
1999;11;08/11/1999
1999;11;08/11/1999
1999;11;08/11/1999
1999;11;08/11/1999
1999;11;08/11/1999
1999;11;08/11/1999
1999;11;09/11/1999
1999;11;09/11/1999
1999;11;09/11/1999
1999;11;09/11/1999
1999;11;10/11/1999
1999;11;10/11/1999
1999;11;10/11/1999
1999;11;10/11/1999
1999;11;10/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;11/11/1999
1999;11;12/11/1999
1999;11;12/11/1999
1999;11;12/11/1999
1999;11;14/11/1999
1999;11;15/11/1999
1999;11;15/11/1999
1999;11;15/11/1999
1999;11;16/11/1999
1999;11;17/11/1999
1999;11;18/11/1999
1999;11;18/11/1999
1999;11;18/11/1999
1999;11;19/11/1999
1999;11;19/11/1999
1999;11;19/11/1999
1999;11;19/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;22/11/1999
1999;11;23/11/1999
1999;11;23/11/1999
1999;11;23/11/1999
1999;11;23/11/1999
1999;11;23/11/1999
1999;11;23/11/1999
1999;11;24/11/1999
1999;11;24/11/1999
1999;11;24/11/1999
1999;11;24/11/1999
1999;11;25/11/1999
1999;11;25/11/1999
1999;11;25/11/1999
1999;11;26/11/1999
1999;11;26/11/1999
1999;11;26/11/1999
1999;11;26/11/1999
1999;11;26/11/1999
1999;11;27/11/1999
1999;11;27/11/1999
1999;11;29/11/1999
1999;11;29/11/1999
1999;11;29/11/1999
1999;11;29/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;11;30/11/1999
1999;12;01/12/1999
1999;12;01/12/1999
1999;12;01/12/1999
1999;12;01/12/1999
1999;12;02/12/1999
1999;12;02/12/1999
1999;12;02/12/1999
1999;12;02/12/1999
1999;12;02/12/1999
1999;12;03/12/1999
1999;12;03/12/1999
1999;12;03/12/1999
1999;12;03/12/1999
1999;12;03/12/1999
1999;12;03/12/1999
1999;12;03/12/1999
1999;12;05/12/1999
1999;12;06/12/1999
1999;12;06/12/1999
1999;12;06/12/1999
1999;12;07/12/1999
1999;12;07/12/1999
1999;12;07/12/1999
1999;12;07/12/1999
1999;12;07/12/1999
1999;12;08/12/1999
1999;12;08/12/1999
1999;12;08/12/1999
1999;12;08/12/1999
1999;12;08/12/1999
1999;12;09/12/1999
1999;12;09/12/1999
1999;12;09/12/1999
1999;12;09/12/1999
1999;12;09/12/1999
1999;12;09/12/1999
1999;12;09/12/1999
1999;12;10/12/1999
1999;12;10/12/1999
1999;12;10/12/1999
1999;12;10/12/1999
1999;12;10/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;13/12/1999
1999;12;14/12/1999
1999;12;14/12/1999
1999;12;14/12/1999
1999;12;14/12/1999
1999;12;14/12/1999
1999;12;14/12/1999
1999;12;15/12/1999
1999;12;15/12/1999
1999;12;15/12/1999
1999;12;16/12/1999
1999;12;17/12/1999
1999;12;17/12/1999
1999;12;17/12/1999
1999;12;17/12/1999
1999;12;17/12/1999
1999;12;17/12/1999
1999;12;17/12/1999
1999;12;20/12/1999
1999;12;20/12/1999
1999;12;20/12/1999
1999;12;20/12/1999
1999;12;20/12/1999
1999;12;21/12/1999
1999;12;22/12/1999
1999;12;22/12/1999
1999;12;22/12/1999
1999;12;23/12/1999
1999;12;24/12/1999
1999;12;25/12/1999
1999;12;25/12/1999
1999;12;26/12/1999
1999;12;27/12/1999
1999;12;27/12/1999
1999;12;27/12/1999
1999;12;27/12/1999
1999;12;27/12/1999
1999;12;27/12/1999
1999;12;28/12/1999
1999;12;29/12/1999
1999;12;29/12/1999
1999;12;30/12/1999
1999;12;30/12/1999
1999;12;31/12/1999
2000;1;01/01/2000
2000;1;03/01/2000
2000;1;03/01/2000
2000;1;03/01/2000
2000;1;03/01/2000
2000;1;04/01/2000
2000;1;04/01/2000
2000;1;05/01/2000
2000;1;05/01/2000
2000;1;09/01/2000
2000;1;10/01/2000
2000;1;10/01/2000
2000;1;11/01/2000
2000;1;11/01/2000
2000;1;12/01/2000
2000;1;14/01/2000
2000;1;17/01/2000
2000;1;18/01/2000
2000;1;19/01/2000
2000;1;20/01/2000
2000;1;20/01/2000
2000;1;20/01/2000
2000;1;24/01/2000
2000;1;25/01/2000
2000;1;26/01/2000
2000;1;26/01/2000
2000;1;26/01/2000
2000;1;26/01/2000
2000;1;26/01/2000
2000;1;27/01/2000
2000;1;28/01/2000
2000;1;31/01/2000
2000;2;01/02/2000
2000;2;02/02/2000
2000;2;04/02/2000
2000;2;04/02/2000
2000;2;04/02/2000
2000;2;04/02/2000
2000;2;07/02/2000
2000;2;08/02/2000
2000;2;09/02/2000
2000;2;09/02/2000
2000;2;11/02/2000
2000;2;12/02/2000
2000;2;14/02/2000
2000;2;15/02/2000
2000;2;21/02/2000
2000;2;21/02/2000
2000;2;25/02/2000
2000;2;25/02/2000
2000;2;28/02/2000
2000;2;29/02/2000
2000;3;03/03/2000
2000;3;03/03/2000
2000;3;10/03/2000
2000;3;13/03/2000
2000;3;14/03/2000
2000;3;15/03/2000
2000;3;16/03/2000
2000;3;16/03/2000
2000;3;16/03/2000
2000;3;17/03/2000
2000;3;17/03/2000
2000;3;18/03/2000
2000;3;19/03/2000
2000;3;20/03/2000
2000;3;23/03/2000
2000;3;23/03/2000
2000;3;28/03/2000
2000;4;03/04/2000
2000;4;03/04/2000
2000;4;04/04/2000
2000;4;04/04/2000
2000;4;05/04/2000
2000;4;07/04/2000
2000;4;07/04/2000
2000;4;08/04/2000
2000;4;11/04/2000
2000;4;12/04/2000
2000;4;12/04/2000
2000;4;17/04/2000
2000;4;19/04/2000
2000;4;23/04/2000
2000;4;24/04/2000
2000;4;25/04/2000
2000;4;25/04/2000
2000;4;28/04/2000
2000;4;28/04/2000
2000;4;30/04/2000
2000;5;02/05/2000
2000;5;02/05/2000
2000;5;02/05/2000
2000;5;03/05/2000
2000;5;05/05/2000
2000;5;08/05/2000
2000;5;08/05/2000
2000;5;09/05/2000
2000;5;11/05/2000
2000;5;15/05/2000
2000;5;17/05/2000
2000;5;20/05/2000
2000;5;25/05/2000
2000;5;25/05/2000
2000;5;25/05/2000
2000;5;26/05/2000
2000;5;30/05/2000
2000;5;31/05/2000
2000;6;02/06/2000
2000;6;02/06/2000
2000;6;03/06/2000
2000;6;05/06/2000
2000;6;06/06/2000
2000;6;11/06/2000
2000;6;13/06/2000
2000;6;14/06/2000
2000;6;16/06/2000
2000;6;24/06/2000
2000;6;28/06/2000
2000;6;29/06/2000
2000;6;30/06/2000
2000;7;03/07/2000
2000;7;07/07/2000
2000;7;07/07/2000
2000;7;07/07/2000
2000;7;07/07/2000
2000;7;10/07/2000
2000;7;11/07/2000
2000;7;12/07/2000
2000;7;12/07/2000
2000;7;13/07/2000
2000;7;13/07/2000
2000;7;20/07/2000
2000;7;20/07/2000
2000;7;21/07/2000
2000;7;21/07/2000
2000;7;22/07/2000
2000;7;23/07/2000
2000;7;25/07/2000
2000;7;26/07/2000
2000;7;28/07/2000
2000;7;28/07/2000
2000;7;28/07/2000
2000;7;31/07/2000
2000;7;31/07/2000
